ds,yhat,yhat_lower,yhat_upper,model,y
2029-08-25,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2029-09-15,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2029-10-06,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2029-10-27,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2029-11-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2029-12-08,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2029-12-29,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-01-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-02-09,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-03-02,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-03-23,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-04-13,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-05-04,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-05-25,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-06-15,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-07-06,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-07-27,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-08-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-09-07,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-09-28,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-10-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-11-09,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-11-30,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2030-12-21,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-01-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-02-01,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-02-22,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-03-15,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-04-05,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-04-26,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-05-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-06-07,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-06-28,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-07-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-08-09,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-08-30,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-09-20,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-10-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-11-01,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-11-22,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2031-12-13,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-01-03,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-01-24,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-02-14,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-03-06,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-03-27,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-04-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-05-08,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-05-29,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-06-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-07-10,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-07-31,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-08-21,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-09-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-10-02,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-10-23,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-11-13,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-12-04,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2032-12-25,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-01-15,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-02-05,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-02-26,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-03-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-04-09,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-04-30,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-05-21,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-06-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-07-02,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-07-23,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-08-13,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-09-03,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-09-24,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-10-15,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-11-05,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-11-26,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2033-12-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-01-07,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-01-28,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-02-18,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-03-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-04-01,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-04-22,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-05-13,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-06-03,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-06-24,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-07-15,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-08-05,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-08-26,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-09-16,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-10-07,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-10-28,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-11-18,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-12-09,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2034-12-30,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-01-20,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-02-10,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-03-03,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-03-24,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-04-14,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-05-05,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-05-26,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-06-16,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-07-07,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-07-28,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-08-18,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-09-08,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-09-29,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-10-20,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-11-10,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-12-01,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2035-12-22,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-01-12,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-02-02,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-02-23,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-03-15,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-04-05,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-04-26,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-05-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-06-07,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-06-28,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-07-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-08-09,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-08-30,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-09-20,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-10-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-11-01,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-11-22,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2036-12-13,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-01-03,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-01-24,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-02-14,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-03-07,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-03-28,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-04-18,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-05-09,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-05-30,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-06-20,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-07-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-08-01,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-08-22,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-09-12,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-10-03,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-10-24,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-11-14,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-12-05,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2037-12-26,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-01-16,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-02-06,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-02-27,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-03-20,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-04-10,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-05-01,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-05-22,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-06-12,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-07-03,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-07-24,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-08-14,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-09-04,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-09-25,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-10-16,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-11-06,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-11-27,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2038-12-18,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-01-08,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-01-29,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-02-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-03-12,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-04-02,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-04-23,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-05-14,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-06-04,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-06-25,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-07-16,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-08-06,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-08-27,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-09-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-10-08,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-10-29,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-11-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-12-10,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2039-12-31,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-01-21,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-02-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-03-03,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-03-24,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-04-14,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-05-05,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-05-26,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-06-16,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-07-07,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-07-28,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-08-18,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-09-08,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-09-29,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-10-20,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-11-10,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-12-01,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2040-12-22,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-01-12,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-02-02,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-02-23,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-03-16,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-04-06,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-04-27,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-05-18,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-06-08,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-06-29,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-07-20,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-08-10,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-08-31,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-09-21,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-10-12,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-11-02,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-11-23,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2041-12-14,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-01-04,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-01-25,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-02-15,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-03-08,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-03-29,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-04-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-05-10,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-05-31,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-06-21,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-07-12,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-08-02,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-08-23,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-09-13,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-10-04,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-10-25,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-11-15,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-12-06,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2042-12-27,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-01-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-02-07,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-02-28,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-03-21,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-04-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-05-02,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-05-23,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-06-13,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-07-04,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-07-25,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-08-15,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-09-05,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-09-26,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-10-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-11-07,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-11-28,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2043-12-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-01-09,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-01-30,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-02-20,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-03-12,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-04-02,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-04-23,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-05-14,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-06-04,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-06-25,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-07-16,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-08-06,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-08-27,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-09-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-10-08,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-10-29,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-11-19,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-12-10,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2044-12-31,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-01-21,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-02-11,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-03-04,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-03-25,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-04-15,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-05-06,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-05-27,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
2045-06-17,4.898222222222222,4.898222222222222,4.898222222222222,baseline-mean,
